customerID,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,tenure_group,monthly_charges_quartile,SeniorCitizen,TotalCharges,has_social_ties,contract_risk_score,is_fiber_optic,num_services,num_protection_services,monthly_charges_zscore,monthly_charges_per_service,tenure_x_contract_risk,charges_to_tenure_ratio,total_to_monthly_ratio
3785-KTYSH,Male,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,loyal,Q1,0,1279.0,0,0,0,2,0,-1.3347,8.2,0,0.4556,49.9609
6814-ZPWFQ,Male,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No,loyal,Q1,1,1260.7,0,1,0,2,0,-1.3214,8.3333,51,0.4808,48.4885
4063-EIKNQ,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),No,new,Q1,0,267.35,1,2,0,1,0,-1.456,10.475,22,1.7458,12.18
6993-YCOBK,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,loyal,Q4,0,6586.85,1,0,1,7,3,1.5234,13.825,0,1.8131,59.022
5206-HPJKM,Male,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,developing,Q2,0,934.15,0,2,0,3,2,-0.3078,13.875,34,3.0833,16.5336
7587-RZNME,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,new,Q2,0,123.65,0,2,0,1,0,-0.7132,21.65,6,10.825,2.7912
0748-RDGGM,Male,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes,loyal,Q4,0,7534.65,1,1,1,7,4,1.4868,13.6875,70,1.5423,68.1869
8393-JMVMB,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,new,Q1,0,19.45,0,2,0,1,0,-1.5059,9.725,2,9.725,0.9511
5019-GQVCR,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,established,Q3,1,3645.6,0,2,1,3,0,0.6676,21.2125,86,1.9284,42.4648
6036-TTFYU,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,developing,Q1,0,314.45,1,2,0,1,0,-1.5009,9.8,32,1.1529,15.2646
2550-AEVRU,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,No,loyal,Q2,0,3053.0,1,1,0,3,2,-0.3759,13.3625,57,0.9216,56.0698
0969-RGKCU,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No,established,Q1,0,677.05,1,1,0,1,0,-1.4942,9.9,37,0.5211,32.5505
0378-CJKPV,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,loyal,Q4,0,7965.95,1,0,1,8,4,1.5732,12.4556,0,1.5356,70.4328
4706-AXVKM,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes,new,Q3,1,906.85,0,2,1,3,0,0.6659,21.2,22,7.0667,10.5693
5889-JTMUL,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,loyal,Q4,1,4888.7,1,2,1,5,2,1.0066,15.8417,100,1.8637,50.8974
9026-RNUJS,Male,No,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,Yes,new,Q2,1,237.25,0,2,0,2,1,-0.479,16.7833,10,8.3917,4.6203
3746-EUBYR,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,new,Q3,0,74.6,1,2,1,2,0,0.327,24.8667,2,37.3,0.9868
2332-EFBJY,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,Yes,developing,Q1,0,342.4,0,2,0,1,0,-1.4976,9.85,32,1.1588,16.5411
2880-FPNAE,Male,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,No,new,Q3,1,140.1,1,2,1,2,1,0.3137,24.7333,4,24.7333,1.863
1703-MGIAB,Female,No,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,No,developing,Q2,0,1108.0,0,2,0,5,2,0.1409,11.5,34,3.8333,15.8286
4311-QTTAI,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No,developing,Q1,0,295.55,0,1,0,1,0,-1.5092,9.675,16,1.1382,14.5233
9474-PHLYD,Female,No,No,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,developing,Q2,0,892.65,0,2,0,3,1,-0.1765,14.8625,30,3.7156,14.7667
4318-RAJVY,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,No,new,Q1,0,198.25,0,1,0,1,0,-1.4942,9.9,10,1.8,9.5312
2165-VOEGB,Female,No,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes,established,Q4,0,4822.85,1,1,1,6,3,1.3439,15.0286,46,2.2383,45.4129
3612-YUNGG,Male,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,loyal,Q4,0,6741.15,1,0,1,7,3,1.4768,13.65,0,1.68,61.172
2254-DLXRI,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,No,new,Q3,0,79.15,0,2,1,3,1,0.4782,19.7875,2,39.575,0.9875
5062-CJJKH,Male,Yes,Yes,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,No,established,Q2,0,1355.45,1,1,0,3,2,-0.3693,13.4125,25,2.0635,24.8024
9028-LIHRP,Male,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),No,loyal,Q4,0,7209.0,1,0,1,6,4,1.1777,14.3143,0,1.3917,71.2352
2219-MVUSO,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,new,Q2,0,438.4,0,2,0,1,0,-0.6518,22.575,16,5.0167,9.4995
1053-MXTTK,Female,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,loyal,Q4,0,7726.35,1,0,1,7,4,1.4586,13.5812,0,1.4884,70.4637
1530-ZTDOZ,Female,Yes,No,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),No,loyal,Q2,0,2070.75,1,2,0,2,1,-0.8013,13.55,98,0.813,49.7179
1301-LOPVR,Male,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),No,established,Q2,0,1636.95,1,1,0,5,4,-0.3128,9.225,29,1.845,29.0497
0853-TWRVK,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),No,loyal,Q4,0,7581.5,1,0,1,7,4,1.3572,13.2,0,1.4466,71.121
8914-RBTSB,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,Yes,established,Q4,0,3019.5,1,2,1,5,2,0.965,15.6333,62,2.9312,31.8513
6212-ATMLK,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,loyal,Q4,0,4729.75,0,2,1,4,0,1.0282,19.14,100,1.8765,48.9116
8200-LGKSR,Male,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,No,loyal,Q3,0,6126.1,1,0,0,7,3,0.6128,10.4,0,1.1556,72.7565
1568-BEKZM,Male,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,loyal,Q4,1,6333.4,1,0,0,8,4,0.8404,10.0056,0,1.2683,69.5596
0670-ANMUU,Male,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),No,loyal,Q4,0,6687.85,0,1,1,5,2,1.093,16.275,71,1.3563,67.7937
6897-RWMUB,Male,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),No,loyal,Q2,0,4158.25,1,0,0,5,4,0.1093,11.3417,0,1.0976,60.2209
0963-ZBDRN,Male,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,established,Q4,0,3183.4,0,2,1,4,1,1.0448,19.24,64,2.9152,32.751
7594-RQHXR,Female,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,new,Q3,0,79.6,1,2,1,2,0,0.4931,26.5333,2,39.8,0.9876
6999-CHVCF,Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),No,loyal,Q4,0,7149.35,0,0,1,6,3,1.2409,14.5857,0,1.4797,69.3438
6134-KWTBV,Male,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,loyal,Q1,0,1429.65,0,0,0,2,0,-1.3746,7.8,0,0.3714,58.5922
1077-HUUJM,Female,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,new,Q3,0,472.65,1,2,1,1,0,0.209,35.525,14,8.8812,6.56
6331-EWIEB,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,developing,Q3,0,1734.5,0,2,1,3,0,0.6809,21.3125,40,4.0595,20.1101
0895-LNKRC,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,new,Q1,0,113.5,1,1,0,1,0,-1.5059,9.725,6,2.7786,5.5501
2045-BMBTJ,Female,No,No,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,established,Q2,1,1884.65,0,2,0,5,3,-0.1765,9.9083,66,1.7485,31.177
8417-GSODA,Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),No,established,Q4,0,2568.15,1,1,1,4,0,0.9119,18.44,28,3.1793,27.5553
5171-EPLKN,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,established,Q1,0,470.0,0,0,0,1,0,-1.4926,9.925,0,0.7089,22.542
4452-QIIEB,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,new,Q2,0,278.4,0,2,0,1,0,-0.6933,21.95,14,5.4875,6.2004
5998-VVEJY,Male,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes,established,Q3,0,2088.8,0,2,1,3,1,0.523,20.125,52,2.9815,25.6294
1624-NALOJ,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,new,Q3,1,502.6,0,2,1,4,1,0.8321,17.96,10,14.9667,5.5352
6741-EGCBI,Male,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),No,established,Q4,1,2595.85,0,2,1,4,1,0.8554,18.1,60,2.9194,28.3699
7820-ZYGNY,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),No,loyal,Q4,0,5825.5,0,1,1,4,1,0.8537,18.09,63,1.4133,63.7015
4317-VTEOA,Male,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,new,Q2,0,50.75,0,2,0,2,1,-0.4657,16.9167,2,25.375,0.9807
9677-AVKED,Female,No,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,No,loyal,Q3,0,4449.75,1,1,0,7,3,0.6593,10.575,53,1.5667,51.9831
1670-SVOWZ,Female,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes,developing,Q3,0,1208.35,1,2,1,4,2,0.8271,17.93,28,5.9767,13.3298
2227-JRSJX,Female,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,developing,Q4,0,1956.4,0,2,1,5,2,1.1428,16.525,42,4.5068,19.5347
9847-HNVGP,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,developing,Q1,0,310.6,0,1,0,1,0,-1.4893,9.975,17,1.1083,14.8258
6696-YDAYZ,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,developing,Q1,0,290.55,1,0,0,1,0,-1.471,10.25,0,1.2059,13.514
8980-WQFWL,Female,No,No,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No,established,Q2,0,2096.1,0,2,0,3,1,-0.0885,15.525,70,1.725,33.2187
1730-ZMAME,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,established,Q3,1,2665.0,0,2,1,2,0,0.4898,26.5,64,2.4091,33.1056
6506-EYCNH,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),No,established,Q1,0,543.8,1,2,0,1,0,-1.5025,9.775,56,0.6741,26.4623
4634-JLRJT,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No,new,Q1,0,20.35,0,2,0,1,0,-1.476,10.175,2,10.175,0.9532
9501-UKKNL,Male,No,No,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No,loyal,Q2,0,3005.8,0,2,0,3,1,-0.4341,12.925,118,0.8617,57.0361
2560-QTSBS,Female,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),No,loyal,Q1,0,1623.15,1,1,0,2,0,-1.3779,7.7667,72,0.3192,66.7963
7541-YLXCL,Male,No,No,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,Yes,established,Q2,0,2498.4,0,1,0,4,2,0.0212,13.08,36,1.7676,37.6265
4795-WRNVT,Female,No,No,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,No,established,Q2,0,2586.0,0,2,0,4,2,0.0112,13.02,80,1.5878,39.1225
6080-TCMYC,Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,No,established,Q3,0,3292.3,1,2,1,3,1,0.5463,20.3,80,1.9805,40.0523
0260-ZDLGK,Female,No,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,Yes,new,Q3,0,651.4,1,2,0,5,2,0.2705,12.15,18,7.29,8.8146
7860-UXCRM,Male,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),No,loyal,Q3,0,4674.55,1,0,0,6,4,0.3236,10.6429,0,1.1641,61.9146
6357-JJPQT,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,new,Q3,0,232.35,0,2,1,2,0,0.523,26.8333,6,20.125,2.8509
2292-XQWSV,Male,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,No,established,Q2,0,2448.5,1,1,0,5,3,-0.1483,10.05,40,1.4707,39.9429
9552-TGUZV,Male,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,new,Q3,0,658.1,1,2,1,2,1,0.3403,25.0,16,8.3333,8.6592
5913-INRQV,Male,Yes,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,No,established,Q4,1,3128.8,1,1,1,4,2,0.8437,18.03,34,2.5757,34.3258
8722-NGNBH,Male,No,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,Yes,new,Q2,0,223.45,0,2,0,3,3,-0.8229,10.0,10,6.6667,5.45
6210-KBBPI,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes,new,Q4,1,919.4,0,2,1,5,1,1.1528,16.575,18,9.945,9.1528
9643-YBLUR,Male,Yes,No,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),No,new,Q2,0,653.95,1,2,0,5,2,0.1425,11.5083,18,6.905,9.3355
8734-FNWVH,Male,Yes,Yes,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),No,established,Q2,0,1825.5,1,2,0,3,0,-0.1682,14.925,62,1.8656,30.0741
9447-YPTBX,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),No,loyal,Q1,0,943.1,1,1,0,1,0,-1.4926,9.925,50,0.3892,45.2326
0133-BMFZO,Female,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes,new,Q3,0,181.65,0,2,1,4,3,0.7141,17.25,4,28.75,2.0819
6128-CZOMY,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,new,Q2,0,45.65,0,2,0,1,0,-0.6351,22.825,2,22.825,0.9786
9540-JYROE,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,new,Q2,0,551.35,0,2,1,1,0,0.1774,35.05,16,7.7889,7.7546
9026-LHEVG,Female,No,No,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,No,new,Q2,0,359.4,0,2,0,2,1,-0.798,13.5833,18,4.075,8.6084
2260-USTRB,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,new,Q2,1,115.95,0,2,1,1,0,0.1807,35.1,4,23.4,1.6285
3656-TKRVZ,Female,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,Yes,new,Q2,0,165.2,0,2,0,3,2,-0.3128,13.8375,6,13.8375,2.9317
7011-CVEUC,Male,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,established,Q4,0,2338.35,1,2,1,4,1,1.0282,19.14,50,3.6808,24.1815
6185-TASNN,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,No,new,Q2,1,46.3,0,2,0,1,0,-0.6135,23.15,2,23.15,0.9789
7925-PNRGI,Female,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,No,established,Q3,0,3541.1,1,2,0,7,4,0.5496,10.1625,90,1.7674,43.0267
8623-TMRBY,Male,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes,loyal,Q3,1,4146.05,1,2,1,4,2,0.646,16.84,102,1.6192,48.6626
1552-CZCLL,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No,loyal,Q1,0,1087.25,1,2,0,1,0,-1.4876,10.0,110,0.3571,51.7738
3038-PQIUY,Female,No,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,established,Q2,0,2522.4,0,2,0,5,3,0.0461,11.025,76,1.6962,37.5637
1501-SGHBW,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,Yes,new,Q2,0,81.0,0,2,0,1,0,-0.6285,22.925,4,15.2833,1.7289
9313-CDOGY,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,No,established,Q1,0,717.3,1,2,0,1,0,-1.5009,9.8,76,0.5026,34.8204
8148-BPLZQ,Male,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,No,established,Q2,0,1734.2,0,2,0,2,1,-0.4972,16.6,68,1.4229,34.1378
2623-DRYAM,Female,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,No,loyal,Q4,0,7069.3,1,1,1,5,1,1.2293,16.9583,70,1.4331,68.801
9987-LUTYD,Female,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,No,developing,Q2,0,742.9,0,1,0,3,2,-0.3194,13.7875,13,3.9393,13.2306
3208-YPIOE,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,established,Q3,0,3017.65,0,2,1,2,0,0.3486,25.0833,78,1.8812,39.5757
4488-KQFDT,Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,No,loyal,Q4,0,6423.0,0,1,1,6,2,1.3024,14.85,61,1.6766,61.2006
2612-RANWT,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,new,Q4,0,1164.3,0,2,1,5,1,1.1761,16.6917,24,7.7038,11.5106
5693-PIPCS,Male,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,established,Q4,0,4220.35,0,0,1,5,2,1.1595,16.6083,0,2.3726,41.9309
0491-KAPQG,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,developing,Q3,0,1558.7,0,2,1,2,0,0.2971,24.5667,42,3.35,20.8661
1925-LFCZZ,Male,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No,loyal,Q2,1,2743.45,0,1,0,3,1,-0.4889,12.5125,55,0.8938,53.7405
8039-EQPIM,Male,Yes,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,loyal,Q2,0,4055.5,1,0,0,5,3,-0.1499,10.0417,0,0.8607,66.2122
6900-PXRMS,Male,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,Yes,established,Q4,1,2710.25,1,2,1,6,2,1.3622,15.1071,52,3.9167,25.3888
8707-RMEZH,Female,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),No,loyal,Q3,1,6055.55,1,1,1,4,2,0.749,17.46,69,1.2471,68.5793
3346-BRMIS,Female,Yes,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,developing,Q2,1,810.7,1,2,0,3,1,-0.5454,12.0875,36,2.5447,16.4276
3209-ZPKFI,Male,Yes,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,No,established,Q2,0,2538.2,1,2,0,3,1,-0.3493,13.5625,94,1.1302,45.9403
6479-VDGRK,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,loyal,Q3,0,6129.2,1,0,0,7,4,0.6826,10.6625,0,1.1685,71.022
9373-WSLOY,Male,Yes,No,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,No,established,Q2,1,1750.85,1,2,0,4,3,-0.4906,10.0,66,1.4706,34.3304
2933-FILNV,Female,Yes,Yes,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,new,Q1,0,36.55,1,2,0,0,0,-1.3414,24.4,4,8.1333,1.439
3569-JFODW,Female,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,loyal,Q4,0,6652.45,1,0,0,8,4,0.8703,10.1056,0,1.2459,72.3486
9819-FBNSV,Male,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,established,Q3,1,2575.45,1,2,1,1,0,0.2489,36.125,74,1.9013,35.1597
9544-PYPSJ,Female,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),No,loyal,Q4,1,6019.35,1,2,1,5,2,1.0415,16.0167,124,1.5254,61.9912
1591-XWLGB,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,loyal,Q1,0,1379.6,1,0,0,1,0,-1.4926,9.925,0,0.2757,66.1679
0396-UKGAI,Male,No,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),No,developing,Q2,0,1284.2,1,2,0,3,2,-0.3144,13.825,46,2.3042,22.8099
3243-ZHOHY,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,developing,Q1,0,296.15,0,1,0,1,0,-1.4843,10.05,16,1.1824,14.0355
5186-EJEGL,Male,No,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,No,new,Q2,0,653.25,0,2,0,5,3,0.1575,11.5833,18,6.95,9.266
7527-QNRUS,Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No,developing,Q1,0,412.6,1,0,0,2,0,-1.3164,8.3833,0,1.3972,15.7782
9986-BONCE,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),Yes,new,Q1,0,85.5,0,2,0,1,0,-1.456,10.475,8,4.19,3.8952
2722-JMONI,Female,Yes,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,new,Q2,1,49.55,1,2,0,2,1,-0.5055,16.5167,2,24.775,0.9802
2203-GHNWN,Female,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,No,developing,Q3,0,1928.7,1,2,1,3,1,0.4948,19.9125,48,3.186,23.9144
